Verse,Text,Stage
Ezek 1:22,וּדְמוּת עַל־רָאשֵׁי הַחַיָּה רָקִיעַ כְּעֵין הַקֶּרַח הַנּוֺרָא נָטוּי עַל־רָאשֵׁיהֶם מִלְמָעְלָה,TBH
Ezek 1:23,וְתַחַת הָרָקִיעַ כַּנְפֵיהֶם יְשָׁרוֺת אִשָּׁה אֶל־אֲחוֺתָהּ לְאִישׁ שְׁתַּיִם מְכַסּוֺת לָהֵנָּה וּלְאִישׁ שְׁתַּיִם מְכַסּוֺת לָהֵנָּה אֵת גְּוִיֹּתֵיהֶם,TBH
Ezek 1:24,וָאֶשְׁמַע אֶת־קוֺל כַּנְפֵיהֶם כְּקוֺל מַיִם רַבִּים כְּקוֺל־שַׁדַּי בְּלֶכְתָּם קוֺל הֲמֻלָּה כְּקוֺל מַחֲנֶה בְּעָמְדָם תְּרַפֶּינָה כַנְפֵיהֶן,TBH
Ezek 1:25,וַיְהִי־קוֺל מֵעַל לָרָקִיעַ אֲשֶׁר עַל־רֹאשָׁם בְּעָמְדָם תְּרַפֶּינָה כַנְפֵיהֶן,TBH
Ezek 1:26,וּמִמַּעַל לָרָקִיעַ אֲשֶׁר עַל־רֹאשָׁם כְּמַרְאֵה אֶבֶן־סַפִּיר דְּמוּת כִּסֵּא וְעַל דְּמוּת הַכִּסֵּא דְּמוּת כְּמַרְאֵה אָדָם עָלָיו מִלְמָעְלָה,TBH
Ezek 1:27,וָאֵרֶא כְּעֵין חַשְׁמַל כְּמַרְאֵה־אֵשׁ בֵּית־לָהּ סָבִיב מִמַּרְאֵה מָתְנָיו וּלְמָעְלָה וּמִמַּרְאֵה מָתְנָיו וּלְמַטָּה רָאִיתִי כְּמַרְאֵה־אֵשׁ וְנֹגַהּ לוֺ סָבִיב,TBH
Ezek 1:28,כְּמַרְאֵה הַקֶּשֶׁת אֲשֶׁר יִהְיֶה בֶעָנָן בְּיוֺם הַגֶּשֶׁם כֵּן מַרְאֵה הַנֹּגַהּ סָבִיב הוּא מַרְאֵה דְּמוּת כְּבוֺד־יְהוָה וָאֶרְאֶה וָאֶפֹּל עַל־פָּנַי וָאֶשְׁמַע קוֺל מְדַבֵּר,TBH
Ezek 2:1,וַיֹּאמֶר אֵלָי בֶּן־אָדָם עֲמֹד עַל־רַגְלֶיךָ וַאֲדַבֵּר אֹתָךְ,TBH
Ezek 2:2,וַתָּבֹא בִי רוּחַ כַּאֲשֶׁר דִּבֶּר אֵלַי וַתַּעֲמִדֵנִי עַל־רַגְלָי וָאֶשְׁמַע אֵת מִדַּבֵּר אֵלָי,TBH
Ezek 2:3,וַיֹּאמֶר אֵלַי בֶּן־אָדָם שׁוֺלֵחַ אֲנִי אוֺתְךָ אֶל־בְּנֵי יִשְׂרָאֵל אֶל־גּוֺיִם הַמּוֺרְדִים אֲשֶׁר מָרְדוּ־בִי הֵמָּה וַאֲבוֺתָם פָּשְׁעוּ בִי עַד־עֶצֶם הַיּוֺם הַזֶּה,TBH
Ezek 2:4,וְהַבָּנִים קְשֵׁי פָנִים וְחִזְקֵי־לֵב אֲנִי שׁוֺלֵחַ אוֺתְךָ אֲלֵיהֶם וְאָמַרְתָּ אֲלֵיהֶם כֹּה אָמַר אֲדֹנָי יְהוִֺה,TBH
Ezek 2:5,וְהֵמָּה אִם־יִשְׁמְעוּ וְאִם־יֶחְדָּלוּ כִּי בֵּית מְרִי הֵמָּה וְיָדְעוּ כִּי נָבִיא הָיָה בְתוֺכָם,TBH
Ezek 2:6,וְאַתָּה בֶן־אָדָם אַל־תִּירָא מֵהֶם וּמִדִּבְרֵיהֶם אַל־תִּירָא כִּי סָרָבִים וְסַלּוֺנִים אוֺתָךְ וְאֶל־עַקְרַבִּים אַתָּה יוֺשֵׁב מִדִּבְרֵיהֶם אַל־תִּירָא וּמִפְּנֵיהֶם אַל־תֵּחָת כִּי בֵּית מְרִי הֵמָּה,TBH
Ezek 2:7,וְדִבַּרְתָּ אֶת־דְּבָרַי אֲלֵיהֶם אִם־יִשְׁמְעוּ וְאִם־יֶחְדָּלוּ כִּי מְרִי הֵמָּה,TBH
Ezek 2:8,וְאַתָּה בֶן־אָדָם שְׁמַע אֵת אֲשֶׁר־אֲנִי מְדַבֵּר אֵלֶיךָ אַל־תְּהִי־מֶרִי כְּבֵית הַמֶּרִי פְּצֵה פִיךָ וֶאֱכֹל אֵת אֲשֶׁר־אֲנִי נֹתֵן אֵלֶיךָ,TBH
Ezek 2:9,וָאֶרְאֶה וְהִנֵּה־יָד שְׁלוּחָה אֵלָי וְהִנֵּה־בוֺ מְגִלַּת־סֵפֶר,TBH
Ezek 2:10,וַיִּפְרֹשׂ אוֺתָהּ לְפָנַי וְהִיא כְתוּבָה פָּנִים וְאָחוֺר וְכָתוּב אֵלֶיהָ קִנִים וָהֶגֶה וָהִי,TBH
Ezek 3:1,וַיֹּאמֶר אֵלַי בֶּן־אָדָם אֵת אֲשֶׁר־תִּמְצָא אֱכוֺל אֱכוֺל אֶת־הַמְּגִלָּה הַזֹּאת וְלֵךְ דַּבֵּר אֶל־בֵּית יִשְׂרָאֵל,TBH
Ezek 3:2,וָאֶפְתַּח אֶת־פִּי וַיַּאֲכִלֵנִי אֵת הַמְּגִלָּה הַזֹּאת,TBH
Ezek 3:3,וַיֹּאמֶר אֵלַי בֶּן־אָדָם בִּטְנְךָ תַאֲכֵל וּמֵעֶיךָ תְמַלֵּא אֵת הַמְּגִלָּה הַזֹּאת אֲשֶׁר אֲנִי נֹתֵן אֵלֶיךָ וָאֹכְלָה וַתְּהִי בְּפִי כִּדְבַשׁ לְמָתוֺק,TBH
Ezek 3:4,וַיֹּאמֶר אֵלָי בֶּן־אָדָם לֶךְ־בֹּא אֶל־בֵּית יִשְׂרָאֵל וְדִבַּרְתָּ בִדְבָרַי אֲלֵיהֶם,TBH
Ezek 3:5,כִּי לֹא אֶל־עַם עִמְקֵי שָׂפָה וְכִבְדֵי לָשׁוֺן אַתָּה שָׁלוּחַ אֶל־בֵּית יִשְׂרָאֵל,TBH
Ezek 3:6,לֹא אֶל־עַמִּים רַבִּים עִמְקֵי שָׂפָה וְכִבְדֵי לָשׁוֺן אֲשֶׁר לֹא־תִשְׁמַע דִּבְרֵיהֶם אִם־לֹא אֲלֵיהֶם שְׁלַחְתִּיךָ הֵמָּה יִשְׁמְעוּ אֵלֶיךָ,TBH
Ezek 3:7,וּבֵית יִשְׂרָאֵל לֹא יֹאבוּ לִשְׁמֹעַ אֵלֶיךָ כִּי־אֵינָם אֹבִים לִשְׁמֹעַ אֵלָי כִּי כָּל־בֵּית יִשְׂרָאֵל חִזְקֵי־מֵצַח וּקְשֵׁי־לֵב הֵמָּה,TBH
Ezek 3:8,הִנֵּה נָתַתִּי אֶת־פָּנֶיךָ חֲזָקִים לְעֻמַּת פְּנֵיהֶם וְאֶת־מִצְחֲךָ חָזָק לְעֻמַּת מִצְחָם,TBH
Ezek 3:9,כְּשָׁמִיר חָזָק מִצֹּר נָתַתִּי מִצְחֶךָ לֹא־תִירָא אוֺתָם וְלֹא־תֵחַת מִפְּנֵיהֶם כִּי בֵּית־מְרִי הֵמָּה,TBH
Ezek 3:10,וַיֹּאמֶר אֵלָי בֶּן־אָדָם אֶת־כָּל־דְּבָרַי אֲשֶׁר אֲדַבֵּר אֵלֶיךָ קַח בִּלְבָבְךָ וּבְאָזְנֶיךָ שְׁמָע,TBH
Ezek 3:11,וְלֵךְ בֹּא אֶל־הַגּוֺלָה אֶל־בְּנֵי עַמֶּךָ וְדִבַּרְתָּ אֲלֵיהֶם וְאָמַרְתָּ אֲלֵיהֶם כֹּה אָמַר אֲדֹנָי יְהוִֺה אִם־יִשְׁמְעוּ וְאִם־יֶחְדָּלוּ,TBH
Ezek 3:12,וַתִּשָּׂאֵנִי רוּחַ וָאֶשְׁמַע אַחֲרַי קוֺל רַעַשׁ גָּדוֺל בָּרוּךְ כְּבוֺד־יְהוָה מִמְּקוֺמוֺ,TBH
Ezek 3:13,וְקוֺל כַּנְפֵי הַחַיּוֺת מַשִּׁיקוֺת אִשָּׁה אֶל־אֲחוֺתָהּ וְקוֺל הָאוֺפַנִּים לְעֻמָּתָם וְקוֺל רַעַשׁ גָּדוֺל,TBH
Ezek 3:14,וְרוּחַ נְשָׂאַתְנִי וַתִּקָּחֵנִי וָאֵלֵךְ מַר בַּחֲמַת רוּחִי וְיַד־יְהוָה עָלַי חָזָקָה,TBH
Ezek 3:15,וָאָבוֺא אֶל־הַגּוֺלָה תֵּל אָבִיב הַיֹּשְׁבִים אֶל־נְהַר־כְּבָר וָאֵֵב הֵמָּה יוֺשְׁבִים שָׁם וָאֵשֵׁב שָׁם שִׁבְעַת יָמִים מַשְׁמִים בְּתוֺכָם,TBH
Ezek 3:16,וַיְהִי מִקְצֵה שִׁבְעַת יָמִים וַיְהִי דְבַר־יְהוָה אֵלַי לֵאמֹר,TBH
Ezek 3:17,בֶּן־אָדָם צֹפֶה נְתַתִּיךָ לְבֵית יִשְׂרָאֵל וְשָׁמַעְתָּ מִפִּי דָּבָר וְהִזְהַרְתָּ אוֺתָם מִמֶּנִּי,TBH
Ezek 3:18,בְּאָמְרִי לָרָשָׁע מוֺת תָּמוּת וְלֹא הִזְהַרְתּוֺ וְלֹא דִבַּרְתָּ לְהַזְהִיר רָשָׁע מִדַּרְכּוֺ הָרְשָׁעָה לְחַיֹּתוֺ הוּא רָשָׁע בַּעֲוֹנוֺ יָמוּת וְדָמוֺ מִיָּדְךָ אֲבַקֵּשׁ,TBH
Ezek 3:19,וְאַתָּה כִּי־הִזְהַרְתָּ רָשָׁע וְלֹא־שָׁב מֵרִשְׁעוֺ וּמִדַּרְכּוֺ הָרְשָׁעָה הוּא בַּעֲוֹנוֺ יָמוּת וְאַתָּה אֶת־נַפְשְׁךָ הִצַּלְתָּ,TBH
Ezek 3:20,וּבְשׁוּב צַדִּיק מִצִּדְקוֺ וְעָשָׂה עָוֶל וְנָתַתִּי מִכְשׁוֺל לְפָנָיו הוּא יָמוּת כִּי לֹא הִזְהַרְתּוֺ בְּחַטָּאתוֺ יָמוּת וְלֹא תִזָּכַרְןָ צִדְקֹתָיו אֲשֶׁר עָשָׂה וְדָמוֺ מִיָּדְךָ אֲבַקֵּשׁ,TBH
Ezek 3:21,וְאַתָּה כִּי הִזְהַרְתּוֺ צַדִּיק לְבִלְתִּי חֲטֹא צַדִּיק וְהוּא לֹא־חָטָא חָיוֺ יִחְיֶה כִּי נִזְהָר וְאַתָּה אֶת־נַפְשְׁךָ הִצַּלְתָּ,TBH
Ezek 3:22,וַתְּהִי עָלַי שָׁם יַד־יְהוָה וַיֹּאמֶר אֵלַי קוּם צֵא אֶל־הַבִּקְעָה וְשָׁם אֲדַבֵּר אוֺתָךְ,TBH
Ezek 3:23,וָאָקוּם וָאֵצֵא אֶל־הַבִּקְעָה וְהִנֵּה־שָׁם כְּבוֺד־יְהוָה עֹמֵד כַּכָּבוֺד אֲשֶׁר רָאִיתִי עַל־נְהַר־כְּבָר וָאֶפֹּל עַל־פָּנָי,TBH
Ezek 3:24,וַתָּבֹא־בִי רוּחַ וַתַּעֲמִדֵנִי עַל־רַגְלָי וַיְדַבֵּר אֹתִי וַיֹּאמֶר אֵלַי בֹּא הִסָּגֵר בְּתוֺךְ בֵּיתֶךָ,TBH
Ezek 3:25,וְאַתָּה בֶן־אָדָם הִנֵּה נָתְנוּ עָלֶיךָ עֲבוֺתִים וַאֲסָרוּךָ בָּהֶם וְלֹא תֵצֵא בְּתוֺכָם,TBH
Ezek 3:26,וּלְשׁוֺנְךָ אַדְבִּיק אֶל־חִכֶּךָ וְנֶאֱלַמְתָּ וְלֹא־תִהְיֶה לָהֶם לְאִישׁ מוֺכִיחַ כִּי בֵּית מְרִי הֵמָּה,TBH
Ezek 3:27,וּבְדַבְּרִי אוֺתְךָ אֶפְתַּח אֶת־פִּיךָ וְאָמַרְתָּ אֲלֵיהֶם כֹּה אָמַר אֲדֹנָי יְהוִֺה הַשֹּׁמֵעַ יִשְׁמָע וְהֶחָדֵל יֶחְדָּל כִּי בֵּית מְרִי הֵמָּה,TBH
Ezek 4:1,וְאַתָּה בֶן־אָדָם קַח־לְךָ לְבֵנָה וְנָתַתָּה אוֺתָהּ לְפָנֶיךָ וְחַקּוֺתָ עָלֶיהָ עִיר אֶת־יְרוּשָׁלִָם,TBH
Ezek 4:2,וְנָתַתָּה עָלֶיהָ מָצוֺר וּבָנִיתָ עָלֶיהָ דָּיֵק וְשָׁפַכְתָּ עָלֶיהָ סֹלְלָה וְנָתַתָּה עָלֶיהָ מַחֲנוֺת וְשִׂים־עָלֶיהָ כָּרִים סָבִיב,TBH
Ezek 4:3,וְאַתָּה קַח־לְךָ מַחֲבַת בַּרְזֶל וְנָתַתָּה אוֺתָהּ קִיר בַּרְזֶל בֵּינְךָ וּבֵין הָעִיר וַהֲכִינֹתָה אֶת־פָּנֶיךָ אֵלֶיהָ וְהָיְתָה בַמָּצוֺר וְצַרְתָּ עָלֶיהָ אוֺת הִיא לְבֵית יִשְׂרָאֵל,TBH
Ezek 4:4,וְאַתָּה שְׁכַב עַל־צִדְּךָ הַשְּׂמָאלִי וְשַׂמְתָּ אֶת־עֲוֹן בֵּית־יִשְׂרָאֵל עָלָיו מִסְפַּר הַיָּמִים אֲשֶׁר תִּשְׁכַּב עָלָיו תִּשָּׂא אֶת־עֲוֹנָם,TBH
Ezek 4:5,וַאֲנִי נָתַתִּי לְךָ אֶת־שְׁנֵי עֲוֹנָם לְמִסְפַּר יָמִים שְׁלֹשׁ־מֵאוֺת וְתִשְׁעִים יוֺם וְנָשָׂאתָ עֲוֹן בֵּית־יִשְׂרָאֵל,TBH
Ezek 4:6,וְכִלִּיתָ אֶת־אֵלֶּה וְשָׁכַבְתָּ עַל־צִדְּךָ הַיְמָנִי שֵׁנִית וְנָשָׂאתָ אֶת־עֲוֹן בֵּית־יְהוּדָה אַרְבָּעִים יוֺם יוֺם לַשָּׁנָה יוֺם לַשָּׁנָה נְתַתִּיו לָךְ,TBH
Ezek 4:7,וְאֶל־מְצוֺר יְרוּשָׁלִַם תָּכִין פָּנֶיךָ וּזְרֹעֲךָ חֲשׂוּפָה וְנִבֵּאתָ עָלֶיהָ,TBH
Ezek 4:8,וְהִנֵּה נָתַתִּי עָלֶיךָ עֲבוֺתִים וְלֹא־תֵהָפֵךְ מִצִּדְּךָ אֶל־צִדֶּךָ עַד־כַּלּוֺתְךָ יְמֵי מְצוּרֶךָ,TBH
Ezek 4:9,וְאַתָּה קַח־לְךָ חִטִּין וּשְׂעֹרִים וּפוֺל וַעֲדָשִׁים וְדֹחַן וְכֻסְּמִים וְנָתַתָּה אוֺתָם בִּכְלִי אֶחָד וְעָשִׂיתָ אוֺתָם לְךָ לְלָחֶם מִסְפַּר הַיָּמִים אֲשֶׁר־אַתָּה שׁוֺכֵב עַל־צִדְּךָ שְׁלֹשׁ־מֵאוֺת וְתִשְׁעִים יוֺם תֹּאכֲלֶנּוּ,TBH
Ezek 4:10,וּמַאֲכָלְךָ אֲשֶׁר תֹּאכֲלֶנּוּ בְּמִשְׁקוֺל עֶשְׂרִים שֶׁקֶל לַיּוֺם מֵעֵת עַד־עֵת תֹּאכֲלֶנּוּ,TBH
Ezek 4:11,וּמַיִם בִּמְשׂוּרָה תִשְׁתֶּה שִׁשִּׁית הַהִין מֵעֵת עַד־עֵת תִּשְׁתֶּה,TBH
Ezek 4:12,וְעֻגַת שְׂעֹרִים תֹּאכֲלֶנָּה וְהִיא בְּגֶלְלֵי צֵאַת הָאָדָם תְּעֻגֶנָה לְעֵינֵיהֶם,TBH
Ezek 4:13,וַיֹּאמֶר יְהוָה כָּכָה יֹאכְלוּ בְנֵי־יִשְׂרָאֵל אֶת־לַחְמָם טָמֵא בַּגּוֺיִם אֲשֶׁר אַדִּיחֵם שָׁם,TBH
Ezek 4:14,וָאֹמַר אֲהָהּ אֲדֹנָי יְהוִה הִנֵּה נַפְשִׁי לֹא מְטֻמָּאָה וּנְבֵלָה וּטְרֵפָה לֹא־אָכַלְתִּי מִנְּעוּרַי וְעַד־עַתָּה וְלֹא־בָא בְּפִי בְּשַׂר פִּגּוּל,TBH
Ezek 4:15,וַיֹּאמֶר אֵלַי רְאֵה נָתַתִּי לְךָ אֶת־צְפִיעֵי הַבָּקָר תַּחַת גֶּלְלֵי הָאָדָם וְעָשִׂיתָ אֶת־לַחְמְךָ עֲלֵיהֶם,TBH
Ezek 4:16,וַיֹּאמֶר אֵלַי בֶּן־אָדָם הִנְנִי שֹׁבֵר מַטֵּה־לֶחֶם בִּירוּשָׁלִַם וְאָכְלוּ־לֶחֶם בְּמִשְׁקָל וּבִדְאָגָה וּמַיִם בִּמְשׂוּרָה וּבְשִׁמָּמוֺן יִשְׁתּוּ,TBH
Ezek 4:17,לְמַעַן יַחְסְרוּ לֶחֶם וָמָיִם וְנָשַׁמּוּ אִישׁ וְאָחִיו וְנָמַקּוּ בַּעֲוֹנָם,TBH
Ezek 5:1,וְאַתָּה בֶן־אָדָם קַח־לְךָ חֶרֶב חַדָּה תַּעַר הַגַּלָּבִים תִּקָּחֶנָּה לָּךְ וְהַעֲבַרְתָּ עַל־רֹאשְׁךָ וְעַל־זְקָנֶךָ וְלָקַחְתָּ לְךָ מֹאזְנֵי מִשְׁקָל וְחִלַּקְתָּם,TBH
Ezek 5:2,שְׁלִשִׁית בָּאוּר תַּבְעִיר בְּתוֺךְ הָעִיר כִּמְלֹאת יְמֵי הַמָּצוֺר וְלָקַחְתָּ אֶת־הַשְּׁלִשִׁית תַּכֶּה בַחֶרֶב סְבִיבוֺתֶיהָ וְהַשְּׁלִשִׁית תִּזְרֶה לָרוּחַ וְחֶרֶב אָרִיק אַחֲרֵיהֶם,TBH
Ezek 5:3,וְלָקַחְתָּ מִשָּׁם מְעַט בְּמִסְפָּר וְצַרְתָּ אוֺתָם בִּכְנָפֶיךָ,TBH
Ezek 5:4,וּמֵהֶם עוֺד תִּקָּח וְהִשְׁלַכְתָּ אוֺתָם אֶל־תּוֺךְ הָאֵשׁ וְשָׂרַפְתָּ אֹתָם בָּאֵשׁ מִמֶּנּוּ תֵצֵא־אֵשׁ אֶל־כָּל־בֵּית יִשְׂרָאֵל,TBH
Ezek 5:5,כֹּה אָמַר אֲדֹנָי יְהוִֺה זֹאת יְרוּשָׁלִַם בְּתוֺךְ הַגּוֺיִם שַׂמְתִּיהָ וּסְבִיבוֺתֶיהָ אֲרָצוֺת,TBH
Ezek 5:6,וַתֶּמֶר אֶת־מִשְׁפָּטַי לְרִשְׁעָה מִן־הַגּוֺיִם וְאֶת־חֻקּוֺתַי מִן־הָאֲרָצוֺת אֲשֶׁר סְבִיבוֺתֶיהָ כִּי בְמִשְׁפָּטַי מָאָסוּ וְחֻקּוֺתַי לֹא־הָלְכוּ בָהֶם,TBH
Ezek 5:7,לָכֵן כֹּה־אָמַר אֲדֹנָי יְהוִה יַעַן הֲמָנְכֶם מִן־הַגּוֺיִם אֲשֶׁר סְבִיבוֺתֵיכֶם בְּחֻקּוֺתַי לֹא הֲלַכְתֶּם וְאֶת־מִשְׁפָּטַי לֹא עֲשִׂיתֶם וּכְמִשְׁפְּטֵי הַגּוֺיִם אֲשֶׁר סְבִיבוֺתֵיכֶם לֹא עֲשִׂיתֶם,TBH
Ezek 5:8,לָכֵן כֹּה אָמַר אֲדֹנָי יְהוִה הִנְנִי עָלַיִךְ גַּם־אָנִי וְעָשִׂיתִי בְתוֺכֵךְ מִשְׁפָּטִים לְעֵינֵי הַגּוֺיִם,TBH
Ezek 5:9,וְעָשִׂיתִי בָךְ אֵת אֲשֶׁר לֹא־עָשִׂיתִי וְאֵת אֲשֶׁר־לֹא־אֶעֱשֶׂה כָמֹהוּ עוֺד יַעַן כָּל־תּוֺעֲבֹתָיִךְ,TBH
Ezek 5:10,לָכֵן אָבוֺת יֹאכְלוּ בָנִים בְּתוֺכֵךְ וּבָנִים יֹאכְלוּ אֲבוֺתָם וְעָשִׂיתִי בָךְ שְׁפָטִים וְזֵרִיתִי אֶת־כָּל־שְׁאֵרִיתֵךְ לְכָל־רוּחַ,TBH
Ezek 5:11,לָכֵן חַי־אָנִי נְאֻם אֲדֹנָי יְהוִה אִם־לֹא יַעַן אֶת־מִקְדָּשִׁי טִמֵּאת בְּכָל־שִׁקּוּצַיִךְ וּבְכָל־תּוֺעֲבֹתָיִךְ וְגַם־אֲנִי אֶגְרַע וְלֹא־תָחוֺס עֵינִי וְגַם־אֲנִי לֹא אֶחְמוֺל,TBH
Ezek 5:12,שְׁלִשִׁתֵיךְ בַּדֶּבֶר יָמוּתוּ וּבָרָעָב יִכְלוּ בְתוֺכֵךְ וְהַשְּׁלִשִׁית בַּחֶרֶב יִפְּלוּ סְבִיבוֺתָיִךְ וְהַשְּׁלִישִׁית לְכָל־רוּחַ אֱזָרֶה וְחֶרֶב אָרִיק אַחֲרֵיהֶם,TBH
Ezek 5:13,וְכָלָה אַפִּי וַהֲנִחוֺתִי חֲמָתִי בָּם וְהִנֶּחָמְתִּי וְיָדְעוּ כִּי־אֲנִי יְהוָה דִּבַּרְתִּי בְּקִנְאָתִי בְּכַלּוֺתִי חֲמָתִי בָּם,TBH
Ezek 5:14,וְאֶתְּנֵךְ לְחָרְבָּה וּלְחֶרְפָּה בַּגּוֺיִם אֲשֶׁר סְבִיבוֺתָיִךְ לְעֵינֵי כָּל־עוֺבֵר,TBH
Ezek 5:15,וְהָיְתָה חֶרְפָּה וּגְדוּפָה מוּסָר וּמְשַׁמָּה לַגּוֺיִם אֲשֶׁר סְבִיבוֺתָיִךְ בַּעֲשׂוֺתִי בָךְ שְׁפָטִים בְּאַף וּבְחֵמָה וּבְתֹכְחוֺת חֵמָה אֲנִי יְהוָה דִּבַּרְתִּי,TBH
Ezek 5:16,בְּשַׁלְּחִי אֶת־חִצֵּי הָרָעָב הָרָעִים בָּהֶם אֲשֶׁר הָיוּ לְמַשְׁחִית אֲשֶׁר־אֲשַׁלַּח אוֺתָם לְשַׁחֶתְכֶם וְרָעָב אֹסֵף עֲלֵיכֶם וְשָׁבַרְתִּי לָכֶם מַטֵּה־לָחֶם,TBH
Ezek 5:17,וְשִׁלַּחְתִּי עֲלֵיכֶם רָעָב וְחַיָּה רָעָה וְשִׁכְּלֻךְ וְדֶבֶר וָדָם יַעֲבָר־בָּךְ וְחֶרֶב אָבִיא עָלַיִךְ אֲנִי יְהוָה דִּבַּרְתִּי,TBH
Ezek 6:1,וַיְהִי דְבַר־יְהוָה אֵלַי לֵאמֹר,TBH
Ezek 6:2,בֶּן־אָדָם שִׂים פָּנֶיךָ אֶל־הָרֵי יִשְׂרָאֵל וְהִנָּבֵא אֲלֵיהֶם,TBH
Ezek 6:3,וְאָמַרְתָּ הָרֵי יִשְׂרָאֵל שִׁמְעוּ דְּבַר־אֲדֹנָי יְהוִה כֹּה־אָמַר אֲדֹנָי יְהוִה לֶהָרִים וְלַגְּבָעוֺת לָאֲפִיקִים וְלַגֵּאָיוֺת הִנְנִי אֲנִי מֵבִיא עֲלֵיכֶם חֶרֶב וְאִבַּדְתִּי בָּמוֺתֵיכֶם,TBH
Ezek 6:4,וְנָשַׁמּוּ מִזְבְּחוֺתֵיכֶם וְנִשְׁבְּרוּ חַמָּנֵיכֶם וְהִפַּלְתִּי חַלְלֵיכֶם לִפְנֵי גִּלּוּלֵיכֶם,TBH
Ezek 6:5,וְנָתַתִּי אֶת־פִּגְרֵי בְּנֵי יִשְׂרָאֵל לִפְנֵי גִּלּוּלֵיהֶם וְזֵרִיתִי אֶת־עַצְמוֺתֵיכֶם סְבִיבוֺת מִזְבְּחוֺתֵיכֶם,TBH
Ezek 6:6,בְּכֹל מוֺשְׁבוֺתֵיכֶם הֶעָרִים תֶּחֱרַבְנָה וְהַבָּמוֺת תִּישָׁמְנָה לְמַעַן יֶחֶרְבוּ וְיֶאְשְׁמוּ מִזְבְּחוֺתֵיכֶם וְנִשְׁבְּרוּ וְנִשְׁבְּתוּ גִּלּוּלֵיכֶם וְנִגְדְּעוּ חַמָּנֵיכֶם וְנִמְחוּ מַעֲשֵׂיכֶם,TBH
Ezek 6:7,וְנָפַל חָלָל בְּתוֺכְכֶם וִידַעְתֶּם כִּי־אֲנִי יְהוָה,TBH
Ezek 6:8,וְהוֺתַרְתִּי בִּהְיוֺת לָכֶם פְּלִיטֵי חֶרֶב בַּגּוֺיִם בְּהִזָּרוֺתֵיכֶם בָּאֲרָצוֺת,TBH
Ezek 6:9,וְזָכְרוּ פְלִיטֵיכֶם אוֺתִי בַּגּוֺיִם אֲשֶׁר נִשְׁבּוּ־שָׁם אֲשֶׁר נִשְׁבַּרְתִּי אֶת־לִבָּם הַזּוֺנֶה אֲשֶׁר־סָר מֵעָלַי וְאֵת עֵינֵיהֶם הַזֹּנוֺת אַחֲרֵי גִּלּוּלֵיהֶם וְנָקֹטּוּ בִּפְנֵיהֶם אֶל־הָרָעוֺת אֲשֶׁר עָשׂוּ לְכֹל תּוֺעֲבֹתֵיהֶם,TBH
Ezek 6:10,וְיָדְעוּ כִּי־אֲנִי יְהוָה לֹא אֶל־חִנָּם דִּבַּרְתִּי לַעֲשׂוֺת לָהֶם הָרָעָה הַזֹּאת,TBH
Ezek 6:11,כֹּה־אָמַר אֲדֹנָי יְהוִה הַכֵּה בְכַפְּךָ וּרְקַע בְּרַגְלְךָ וֶאֱמָר־אָח אֶל כָּל־תּוֺעֲבוֺת רָעוֺת בֵּית יִשְׂרָאֵל אֲשֶׁר בַּחֶרֶב בָּרָעָב וּבַדֶּבֶר יִפֹּלוּ,TBH
Ezek 6:12,הָרָחוֺק בַּדֶּבֶר יָמוּת וְהַקָּרוֺב בַּחֶרֶב יִפּוֺל וְהַנִּשְׁאָר וְהַנָּצוּר בָּרָעָב יָמוּת וְכִלֵּיתִי חֲמָתִי בָּם,TBH
Ezek 6:13,וִידַעְתֶּם כִּי־אֲנִי יְהוָה בִּהְיוֺת חַלְלֵיהֶם בְּתוֺךְ גִּלּוּלֵיהֶם סְבִיבוֺת מִזְבְּחוֺתֵיהֶם אֶל כָּל־גִּבְעָה רָמָה בְּכֹל רָאשֵׁי הֶהָרִים וְתַחַת כָּל־עֵץ רַעֲנָן וְתַחַת כָּל־אֵלָה עֲבֻתָּה מְקוֺם אֲשֶׁר נָתְנוּ־שָׁם רֵיחַ נִיחֹחַ לְכֹל גִּלּוּלֵיהֶם,TBH
Ezek 6:14,וְנָטִיתִי אֶת־יָדִי עֲלֵיהֶם וְנָתַתִּי אֶת־הָאָרֶץ שְׁמָמָה וּמְשַׁמָּה מִמִּדְבַּר דִּבְלָתָה בְּכֹל מוֺשְׁבוֺתֵיהֶם וְיָדְעוּ כִּי־אֲנִי יְהוָה,TBH
Ezek 7:1,וַיְהִי דְבַר־יְהוָה אֵלַי לֵאמֹר,TBH
Ezek 7:2,וְאַתָּה בֶן־אָדָם כֹּה־אָמַר אֲדֹנָי יְהוִה לְאַדְמַת יִשְׂרָאֵל קֵץ בָּא הַקֵּץ עַל־אַרְבַּע כַּנְפוֺת הָאָרֶץ,TBH
Ezek 7:3,עַתָּה הַקֵּץ עָלַיִךְ וְשִׁלַּחְתִּי אַפִּי בָּךְ וּשְׁפַטְתִּיךְ כִּדְרָכָיִךְ וְנָתַתִּי עָלַיִךְ אֵת כָּל־תּוֺעֲבֹתָיִךְ,TBH
Ezek 7:4,וְלֹא־תָחוֺס עֵינִי עָלַיִךְ וְלֹא אֶחְמוֺל כִּי דְרָכַיִךְ עָלַיִךְ אֶתֵּן וְתוֺעֲבוֺתַיִךְ בְּתוֺכֵךְ תִּהְיֶיןָ וִידַעְתֶּם כִּי־אֲנִי יְהוָה,TBH
